keyword,time_series,graph
sensation,"91.0,92.0,91.0,86.0,90.0,87.0,91.0,93.0,95.0,94.0,93.0,94.0,91.0,86.0,85.0,84.0,84.0,84.0,85.0,85.0,86.0,89.0,87.0,86.0,88.0,88.0,90.0,89.0,90.0,99.0,97.0,90.0,91.0,88.0,92.0,91.0,91.0,89.0,87.0,86.0,86.0,87.0,87.0,84.0,88.0,86.0,100.0,88.0,82.0,82.0,84.0,83.0,77.0,78.0,81.0,86.0,89.0,93.0,87.0,88.0,82.0,87.0,85.0,87.0,89.0,85.0,87.0,84.0,83.0,83.0,80.0,82.0,79.0,83.0,80.0,86.0,86.0,85.0,87.0,92.0,93.0,95.0,88.0,85.0,86.0,86.0,88.0,89.0,88.0,88.0,86.0,87.0,83.0,83.0,82.0,82.0,85.0,86.0,89.0,99.0,91.0,87.0,87.0,86.0,87.0,83.0,85.0,85.0,85.0,85.0,88.0,87.0,88.0,88.0,93.0,94.0,90.0,92.0,95.0,92.0,89.0,87.0,86.0,83.0,84.0,86.0,87.0,87.0,90.0,92.0,92.0,96.0,89.0,93.0,91.0,94.0,92.0,93.0,88.0,88.0,91.0,90.0,91.0,89.0,85.0,86.0,87.0,88.0,86.0,83.0,84.0,80.0,86.0,88.0,89.0,89.0,89.0,90.0,87.0,92.0,86.0,90.0,88.0,88.0,91.0,92.0,93.0,95.0,91.0,89.0,88.0,81.0,85.0,86.0,84.0,86.0,81.0,86.0,86.0,86.0,87.0,87.0,90.0,89.0,88.0,90.0,91.0,90.0,90.0,91.0,88.0,90.0,86.0,88.0,86.0,87.0,89.0,84.0,85.0,88.0,86.0,85.0,85.0,84.0,85.0,85.0,87.0,90.0,91.0,90.0,88.0,89.0,84.0,88.0,89.0,92.0,85.0,88.0,88.0,90.0,88.0,90.0,89.0,94.0,88.0,85.0,89.0,84.0,85.0,87.0,89.0,88.0,90.0,89.0,87.0,91.0,94.0,92.0,86.0,85.0,84.0,90.0,94.0,95.0,92.0,94.0,100.0,95.0,98.0,97.0,95.0,92.0,93.0,91.0,91.0,95.0,96.0,93.0,98.0,94.0",
op,"91.0,90.0,89.0,88.0,87.0,90.0,86.0,86.0,86.0,87.0,87.0,90.0,89.0,87.0,87.0,88.0,86.0,87.0,94.0,94.0,91.0,87.0,91.0,91.0,90.0,88.0,89.0,90.0,88.0,87.0,86.0,88.0,90.0,88.0,87.0,85.0,89.0,88.0,87.0,90.0,89.0,92.0,87.0,90.0,87.0,89.0,91.0,86.0,81.0,83.0,83.0,82.0,77.0,82.0,83.0,83.0,81.0,80.0,82.0,82.0,82.0,81.0,83.0,83.0,83.0,82.0,82.0,84.0,81.0,81.0,85.0,84.0,86.0,84.0,85.0,85.0,85.0,84.0,86.0,87.0,87.0,86.0,82.0,85.0,83.0,80.0,89.0,86.0,85.0,88.0,84.0,84.0,83.0,85.0,85.0,83.0,84.0,85.0,85.0,84.0,84.0,85.0,86.0,84.0,84.0,80.0,82.0,82.0,82.0,82.0,83.0,84.0,82.0,83.0,85.0,82.0,84.0,84.0,81.0,85.0,83.0,83.0,82.0,87.0,87.0,83.0,85.0,84.0,85.0,82.0,83.0,83.0,86.0,82.0,83.0,82.0,86.0,85.0,80.0,80.0,82.0,84.0,82.0,84.0,81.0,84.0,84.0,84.0,81.0,78.0,79.0,81.0,83.0,81.0,82.0,80.0,83.0,82.0,81.0,100.0,85.0,79.0,79.0,79.0,78.0,81.0,80.0,82.0,80.0,80.0,81.0,81.0,82.0,80.0,80.0,86.0,85.0,84.0,80.0,79.0,82.0,79.0,80.0,80.0,78.0,79.0,80.0,81.0,79.0,82.0,78.0,82.0,83.0,84.0,82.0,82.0,82.0,82.0,83.0,83.0,81.0,80.0,82.0,82.0,80.0,80.0,80.0,80.0,84.0,80.0,82.0,80.0,79.0,80.0,82.0,80.0,81.0,82.0,81.0,82.0,81.0,82.0,81.0,81.0,81.0,80.0,88.0,90.0,88.0,85.0,88.0,84.0,82.0,84.0,86.0,85.0,84.0,82.0,82.0,88.0,90.0,91.0,91.0,91.0,92.0,92.0,91.0,92.0,91.0,92.0,98.0,93.0,90.0,90.0,90.0,89.0,89.0,86.0,87.0,88.0",
bidet,"12,13,13,12,15,14,16,13,15,14,14,15,16,15,14,15,14,14,14,15,15,14,14,14,14,14,14,14,14,15,16,16,15,15,15,15,13,15,14,16,25,90,100,55,36,32,28,23,20,20,18,17,18,17,18,19,18,17,18,19,19,19,17,18,16,16,17,17,16,17,15,17,16,17,16,16,17,21,23,19,19,16,18,20,19,18,18,17,18,16,18,17,16,17,16,16,17,16,16,16,17,16,16,15,15,17,16,15,16,17,16,16,17,18,17,16,18,17,16,17,16,17,16,16,17,15,17,17,16,16,18,18,17,17,16,19,20,19,18,19,20,21,21,20,20,22,21,22,21,21,21,21,20,21,21,20,20,21,22,23,22,23,22,23,23,23,23,23,22,22,22,18,17,18,18,20,19,19,18,18,19,19,20,19,17,22,20,22,22,21,25,22,21,20,19,21,23,23,22,22,21,21,20,20,20,20,19,19,19,20,19,19,20,20,21,21,20,21,20,19,20,23,21,21,20,19,17,18,20,22,17,18,18,20,21,21,18,20,19,23,24,22,22,21,19,20,20,21,21,19,21,22,22,21,20,19,19,20,21,21",
groceries,"17,16,17,17,17,17,18,18,17,18,17,17,16,17,16,16,16,15,17,16,17,17,17,17,17,18,20,19,20,22,16,17,17,16,17,17,20,17,19,21,22,32,72,97,100,83,64,53,43,37,34,35,30,32,28,27,28,33,31,31,28,28,26,24,25,25,28,27,28,29,29,28,28,30,32,31,34,33,31,32,31,34,28,29,36,34,33,32,29,30,29,27,27,26,25,27,29,26,25,25,29,25,25,24,25,23,24,22,23,25,24,25,29,26,25,25,27,26,26,24,23,25,24,25,24,25,29,24,23,26,26,26,25,28,26,23,25,22,20,21,22,21,20,21,19,19,19,20,20,20,20,18,19,20,20,19,20,20,20,20,22,20,23,20,21,23,21,20,21,20,20,19,20,19,20,20,19,20,20,20,20,21,21,20,20,23,23,19,20,19,19,19,20,19,18,18,18,20,18,18,19,19,17,17,19,18,16,17,17,18,18,18,18,18,18,19,18,18,19,17,17,18,18,19,17,18,17,18,17,17,17,18,19,18,18,18,20,21,22,16,18,18,17,17,17,16,16,16,18,17,17,17,18,15,17,16,15,15,14,15",
gel,"29,29,29,29,29,29,29,31,30,30,32,30,32,32,31,31,31,31,31,31,31,32,31,30,30,32,33,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,30,30,30,33,33,31,31,31,30,31,31,31,30,31,33,34,33,33,34,34,34,34,34,35,34,34,35,33,34,35,34,34,34,34,35,34,35,35,34,33,34,34,34,35,35,36,35,35,36,36,36,37,36,35,34,34,34,33,33,33,32,33,33,33,33,33,34,34,34,35,34,35,35,35,36,34,35,34,35,33,35,34,35,34,36,35,35,36,35,35,35,36,35,36,36,36,36,35,36,37,38,39,40,39,38,36,36,36,35,34,34,34,34,33,34,33,33,34,33,34,35,35,35,37,35,36,36,36,35,36,36,35,36,35,36,35,36,37,37,38,37,37,37,37,36,36,36,37,38,38,39,38,39,40,40,40,40,40,40,39,38,37,36,36,37,37,36,36,35,37,36,37,38,37,38,39,38,38,39,39,39,40,40,40,40,51,64,81,100,59,52,46,48,48,48,48,47,49,47,45,47,46,47,47,46,46,47,46,46,45,45,44,43,42,42,40",
vitamin d,"36,35,38,37,41,40,39,35,38,39,36,32,34,41,40,43,42,43,43,43,45,43,43,42,39,39,43,42,41,39,39,38,38,37,34,36,34,35,33,32,32,41,36,34,31,31,36,36,35,34,36,35,36,38,39,41,38,39,43,38,40,40,39,36,33,42,45,49,46,47,46,58,54,48,49,47,47,47,45,45,42,43,42,41,40,39,37,37,36,39,36,34,36,37,37,36,36,35,35,32,35,38,38,39,41,40,41,44,44,47,46,43,46,47,43,41,37,43,50,48,52,53,50,49,51,49,50,50,51,48,47,48,48,47,44,42,41,41,40,39,39,40,38,36,39,38,36,38,37,36,37,37,37,39,40,42,43,42,43,43,45,46,47,43,47,52,46,45,37,44,51,53,53,53,54,52,50,52,49,49,51,50,47,48,45,43,44,43,44,43,40,41,40,42,42,38,38,40,40,39,40,39,40,39,41,43,44,44,43,46,46,47,47,53,52,54,46,49,47,45,39,45,52,54,56,57,56,53,55,57,60,65,65,69,61,60,59,64,59,74,100,75,63,54,54,59,56,53,57,56,56,58,52,49,48,49,53,60,63,69",
bread,"35,36,35,36,34,34,34,38,37,38,40,38,39,36,38,40,39,39,41,41,40,40,40,40,44,42,44,40,39,44,49,43,43,42,43,43,41,44,40,43,42,41,67,87,93,100,92,84,85,74,70,64,60,53,54,50,49,49,53,50,50,51,50,48,49,47,46,46,44,47,47,46,46,46,45,38,45,49,50,41,45,46,56,50,47,49,51,50,48,47,51,45,46,42,45,41,45,41,40,42,42,40,39,38,39,38,39,37,39,38,38,39,42,41,37,40,41,41,39,40,39,41,40,42,42,42,40,41,43,44,45,41,41,43,53,46,46,45,44,43,44,44,40,41,41,42,43,41,39,37,44,39,40,38,37,34,37,37,38,38,38,37,39,39,40,39,38,39,39,39,38,38,38,41,40,39,42,41,41,41,41,43,44,38,39,41,52,45,43,43,42,43,45,40,40,46,43,42,45,41,41,45,38,39,38,39,37,37,38,37,39,39,38,35,40,39,39,40,40,40,39,39,40,41,41,41,42,40,43,42,41,41,44,44,46,42,44,46,48,48,48,46,48,48,48,48,46,47,44,45,45,46,47,43,42,42,42,41,41,38",
years,"16.0,16.0,17.0,17.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,20.0,22.0,24.0,27.0,100.0,22.0,19.0,18.0,18.0,19.0,20.0,19.0,20.0,21.0,21.0,20.0,20.0,20.0,21.0,21.0,21.0,20.0,20.0,19.0,20.0,20.0,19.0,18.0,17.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,20.0,20.0,18.0,21.0,22.0,22.0,25.0,73.0,55.0,19.0,19.0,19.0,18.0,18.0,18.0,19.0,18.0,17.0,17.0,18.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,17.0,16.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,20.0,21.0,22.0,23.0,46.0,71.0,18.0,17.0,18.0,18.0,18.0,18.0,18.0,17.0,18.0,17.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,18.0,20.0,21.0,22.0,23.0,36.0,81.0,20.0,21.0,19.0,18.0,19.0,18.0,17.0,18.0,18.0,17.0,18.0,18.0,18.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,16.0,17.0,17.0,17.0,17.0,16.0,17.0,17.0,17.0,17.0,16.0,17.0,17.0,17.0,17.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,20.0,20.0,19.0,21.0,21.0,23.0,30.0,83.0,20.0,19.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,18.0,17.0,17.0,18.0,18.0,19.0,19.0,20.0,20.0,19.0,19.0,18.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,19.0,18.0,17.0",
pregnancy,"93.0,88.0,90.0,91.0,89.0,89.0,90.0,90.0,90.0,88.0,87.0,89.0,86.0,88.0,81.0,88.0,89.0,87.0,85.0,94.0,97.0,90.0,91.0,92.0,94.0,92.0,91.0,93.0,92.0,94.0,92.0,91.0,94.0,93.0,94.0,91.0,89.0,92.0,93.0,91.0,90.0,95.0,91.0,90.0,91.0,89.0,92.0,96.0,95.0,97.0,93.0,90.0,90.0,92.0,92.0,93.0,92.0,93.0,89.0,89.0,91.0,91.0,88.0,87.0,85.0,89.0,83.0,90.0,89.0,86.0,86.0,91.0,96.0,94.0,95.0,96.0,99.0,94.0,93.0,96.0,93.0,94.0,94.0,95.0,96.0,93.0,92.0,93.0,90.0,92.0,91.0,93.0,91.0,92.0,90.0,95.0,93.0,92.0,94.0,98.0,97.0,93.0,92.0,93.0,92.0,91.0,87.0,90.0,90.0,90.0,93.0,92.0,93.0,89.0,92.0,90.0,93.0,91.0,87.0,94.0,92.0,89.0,92.0,92.0,99.0,98.0,98.0,98.0,97.0,100.0,94.0,98.0,94.0,97.0,95.0,96.0,95.0,97.0,95.0,92.0,91.0,90.0,91.0,90.0,90.0,91.0,90.0,90.0,91.0,89.0,90.0,95.0,97.0,97.0,95.0,92.0,93.0,90.0,90.0,89.0,89.0,90.0,91.0,91.0,89.0,93.0,90.0,91.0,89.0,89.0,84.0,92.0,91.0,88.0,90.0,90.0,98.0,98.0,95.0,96.0,95.0,95.0,92.0,96.0,93.0,95.0,94.0,95.0,96.0,94.0,89.0,89.0,93.0,92.0,90.0,92.0,91.0,89.0,89.0,90.0,92.0,92.0,89.0,94.0,95.0,96.0,96.0,92.0,91.0,92.0,89.0,88.0,91.0,90.0,91.0,88.0,90.0,90.0,89.0,87.0,93.0,92.0,92.0,88.0,88.0,87.0,87.0,88.0,96.0,95.0,94.0,94.0,92.0,92.0,91.0,96.0,94.0,92.0,89.0,86.0,82.0,87.0,89.0,91.0,90.0,92.0,90.0,91.0,92.0,89.0,90.0,92.0,92.0,97.0,95.0,99.0,96.0,96.0,93.0,92.0",
am,"97.0,96.0,94.0,93.0,92.0,90.0,91.0,90.0,92.0,91.0,87.0,90.0,90.0,91.0,87.0,86.0,89.0,88.0,86.0,91.0,89.0,86.0,89.0,89.0,87.0,88.0,88.0,89.0,87.0,88.0,88.0,89.0,87.0,87.0,89.0,87.0,90.0,87.0,88.0,87.0,85.0,100.0,92.0,87.0,90.0,89.0,91.0,89.0,94.0,92.0,92.0,88.0,86.0,86.0,89.0,90.0,88.0,85.0,85.0,84.0,86.0,85.0,84.0,86.0,88.0,84.0,81.0,83.0,80.0,81.0,82.0,80.0,87.0,85.0,85.0,85.0,84.0,86.0,87.0,87.0,82.0,85.0,83.0,84.0,84.0,84.0,86.0,84.0,85.0,86.0,85.0,85.0,85.0,99.0,89.0,87.0,87.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0,85.0,86.0,86.0,86.0,87.0,87.0,84.0,84.0,84.0,82.0,83.0,83.0,83.0,83.0,79.0,81.0,81.0,82.0,80.0,82.0,87.0,87.0,87.0,85.0,84.0,82.0,83.0,84.0,86.0,86.0,84.0,85.0,85.0,85.0,84.0,85.0,85.0,87.0,86.0,87.0,86.0,90.0,89.0,87.0,82.0,82.0,84.0,88.0,91.0,88.0,91.0,90.0,91.0,87.0,84.0,84.0,84.0,82.0,81.0,82.0,85.0,84.0,82.0,83.0,83.0,79.0,80.0,80.0,79.0,80.0,80.0,80.0,84.0,87.0,86.0,84.0,89.0,86.0,85.0,83.0,82.0,85.0,82.0,87.0,84.0,85.0,83.0,83.0,87.0,86.0,87.0,86.0,86.0,86.0,93.0,97.0,92.0,87.0,88.0,87.0,89.0,91.0,90.0,88.0,89.0,87.0,87.0,85.0,83.0,82.0,84.0,82.0,81.0,82.0,84.0,86.0,83.0,81.0,81.0,80.0,79.0,79.0,80.0,80.0,85.0,85.0,83.0,87.0,83.0,86.0,85.0,85.0,89.0,86.0,85.0,83.0,86.0,86.0,84.0,87.0,88.0,86.0,88.0,86.0,87.0,86.0,88.0,91.0,90.0,92.0,93.0,90.0,94.0,91.0,91.0,92.0",
hermosa,"92.0,90.0,90.0,87.0,86.0,84.0,84.0,84.0,84.0,86.0,85.0,81.0,86.0,82.0,82.0,82.0,84.0,84.0,85.0,93.0,87.0,87.0,87.0,85.0,87.0,84.0,87.0,88.0,85.0,94.0,87.0,83.0,89.0,88.0,86.0,89.0,85.0,90.0,89.0,88.0,90.0,92.0,86.0,86.0,89.0,91.0,98.0,92.0,92.0,93.0,90.0,88.0,86.0,89.0,89.0,90.0,87.0,83.0,89.0,84.0,86.0,89.0,89.0,85.0,86.0,86.0,83.0,81.0,85.0,84.0,83.0,86.0,88.0,90.0,91.0,89.0,95.0,88.0,89.0,90.0,89.0,95.0,97.0,90.0,87.0,91.0,88.0,86.0,87.0,88.0,91.0,88.0,89.0,92.0,87.0,88.0,89.0,91.0,94.0,90.0,93.0,91.0,91.0,90.0,90.0,90.0,90.0,89.0,84.0,85.0,86.0,85.0,86.0,85.0,84.0,80.0,85.0,82.0,82.0,79.0,82.0,81.0,83.0,85.0,85.0,86.0,83.0,84.0,85.0,85.0,87.0,84.0,82.0,93.0,84.0,87.0,86.0,84.0,89.0,86.0,83.0,86.0,88.0,84.0,86.0,86.0,85.0,89.0,85.0,85.0,89.0,94.0,92.0,92.0,92.0,89.0,88.0,85.0,87.0,86.0,85.0,82.0,81.0,81.0,85.0,81.0,78.0,83.0,82.0,78.0,77.0,79.0,80.0,80.0,84.0,82.0,82.0,82.0,84.0,81.0,84.0,83.0,88.0,85.0,83.0,86.0,84.0,86.0,85.0,82.0,80.0,84.0,84.0,82.0,87.0,83.0,84.0,86.0,85.0,85.0,85.0,87.0,86.0,88.0,85.0,89.0,87.0,86.0,90.0,85.0,86.0,81.0,82.0,80.0,82.0,82.0,83.0,80.0,84.0,79.0,82.0,82.0,83.0,82.0,77.0,81.0,84.0,86.0,89.0,83.0,86.0,84.0,90.0,89.0,91.0,95.0,91.0,87.0,91.0,79.0,84.0,83.0,84.0,84.0,86.0,89.0,90.0,100.0,93.0,96.0,89.0,96.0,91.0,94.0,93.0,91.0,91.0,93.0,92.0,96.0",
lawn leveling rake,"9,0,12,0,0,0,6,21,0,16,9,9,0,15,11,24,48,18,41,30,27,25,27,30,18,27,6,6,16,17,12,8,0,20,8,19,0,11,36,15,15,0,31,15,5,6,0,7,5,0,25,0,22,0,0,0,0,0,0,6,0,10,0,12,15,14,0,14,31,44,32,51,60,65,25,48,39,43,29,31,24,30,30,20,19,32,29,30,21,15,28,22,22,33,21,13,11,13,6,0,6,0,0,6,13,0,8,0,0,0,14,0,0,4,0,14,18,28,23,44,54,35,67,76,53,63,50,55,42,43,33,40,23,28,37,29,29,45,27,22,30,53,54,35,21,41,39,23,21,17,15,17,12,14,15,14,9,0,0,21,8,14,14,18,17,5,9,15,23,33,36,30,42,46,54,67,49,60,73,36,59,59,58,46,43,29,34,19,34,41,36,20,16,27,25,39,46,46,23,30,16,22,28,19,7,8,27,7,0,10,0,18,13,11,20,18,5,15,17,25,34,44,33,46,43,49,83,100,51,69,97,84,61,63,42,39,37,45,46,49,42,36,42,35,54,43,28,50,54,42,41,38,43,26,19,18,5,19,6,18",
high protein yogurt bowl,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24",
ocean,"45,44,44,43,44,42,42,41,42,45,42,44,49,47,46,48,50,50,49,50,50,52,51,52,52,54,52,54,54,55,57,55,58,62,60,60,58,61,65,69,63,63,63,80,62,71,100,66,59,55,53,51,50,49,47,47,46,45,47,43,46,46,46,44,48,50,52,50,51,51,51,51,52,52,54,53,52,53,52,56,53,55,56,52,55,56,57,59,60,60,62,66,63,63,66,64,61,57,55,55,55,58,51,49,48,47,47,49,47,47,46,44,47,46,47,46,48,50,51,50,50,51,49,52,51,50,50,50,52,55,53,52,52,54,56,56,54,58,58,63,65,68,65,66,64,65,65,62,63,59,60,58,55,59,51,50,49,47,46,46,47,46,47,44,46,44,45,45,47,50,50,52,50,50,50,50,50,49,51,51,53,52,51,51,53,53,56,54,57,58,59,59,60,61,60,63,63,61,62,61,59,59,59,55,55,53,52,51,49,49,47,49,46,48,49,46,44,46,46,46,47,51,51,51,49,49,48,50,51,49,48,45,40,42,44,44,44,47,49,49,51,55,54,54,62,59,59,59,57,56,57,57,61,57,55,55,53,52,52,50",
computer,"99,98,94,96,98,96,98,96,100,98,95,91,93,94,91,93,94,94,93,92,92,92,91,88,85,87,86,87,86,87,86,86,86,86,85,85,87,88,88,82,84,85,85,84,85,83,89,89,91,92,92,92,88,88,89,89,88,86,91,90,93,91,88,83,84,87,91,91,88,90,88,86,88,90,87,85,86,87,86,81,82,82,83,83,84,79,77,79,81,82,79,80,82,81,81,83,81,83,83,83,87,88,89,84,84,84,81,84,85,87,88,88,89,88,86,80,77,80,86,86,85,86,84,82,84,81,83,81,83,79,79,79,80,78,77,78,77,78,76,78,75,75,75,74,76,78,76,80,79,77,79,79,81,85,84,82,81,81,77,78,79,75,79,79,83,80,79,77,71,71,80,79,79,78,78,79,77,78,77,77,74,75,75,72,69,69,73,72,73,71,69,72,74,76,72,71,74,75,72,71,71,73,79,81,79,82,84,82,78,76,77,75,71,80,78,81,76,81,78,75,68,67,78,79,79,76,78,78,78,78,75,75,83,83,86,82,86,87,85,83,85,83,78,80,79,78,79,78,79,79,80,80,82,85,89,92,92,93,95,93",
oat milk,"5,6,4,4,4,4,5,3,5,4,3,4,6,6,6,8,6,7,7,6,7,6,5,6,6,6,5,6,8,6,8,6,7,5,6,7,5,5,5,5,7,4,6,5,5,6,5,5,6,6,7,6,5,5,6,7,6,5,6,6,5,5,5,5,4,7,7,7,8,8,7,7,6,8,7,6,8,7,6,6,6,7,8,8,9,7,6,8,7,6,7,9,7,7,8,9,10,9,8,10,9,10,10,8,10,9,9,9,10,11,9,12,10,9,9,7,8,14,19,18,22,20,17,16,18,16,16,15,15,20,18,18,18,20,17,17,19,16,16,18,15,19,19,14,20,18,20,22,21,25,23,22,24,24,24,23,22,23,23,24,25,26,24,21,20,21,24,23,23,35,45,39,37,38,38,39,40,35,37,39,42,34,39,42,38,37,42,37,39,37,40,42,43,39,37,40,40,43,47,47,44,44,43,43,42,46,43,42,45,40,47,45,47,57,53,51,46,44,42,44,41,55,85,83,79,84,77,84,86,91,90,90,77,81,97,100,92,91,90,86,81,85,74,72,74,76,72,69,76,87,82,79,85,80,92,94,100,93,92,84",
keto,"3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,10,10,9,10,9,9,9,10,10,10,10,11,11,12,11,12,13,13,13,13,13,13,14,15,14,15,14,15,16,17,17,18,17,16,16,17,16,17,18,19,20,19,20,19,20,20,16,18,19,17,17,19,35,37,35,35,35,34,33,34,33,34,34,35,35,37,40,40,41,48,49,49,49,48,51,52,51,50,50,57,58,63,62,61,61,57,53,53,50,49,48,50,48,48,47,46,51,47,38,45,45,42,38,46,90,100,92,84,79,75,69,71,70,74,67,69,68,64,63,63,62,64,63,60,58,57,60,60,62,62,60,66,64,66,65,67,69,69,66,65,63,62,61,59,58,56,57,55,57,54,50,42,43,41,37,39,69,85,79,75,68,64,60,62,62,59,51,34,36,39,41,46,53,57,58,58,63,62,61,63,61,60,61,58,58,58,56,58,57,54,53,53,50,50,48",
shampoo,"50,49,47,48,49,49,49,49,48,48,51,48,53,54,52,54,54,54,52,55,56,54,55,53,53,55,55,55,54,54,54,54,55,54,59,56,56,55,55,58,58,58,59,57,55,56,57,57,56,56,58,56,55,56,56,56,55,55,56,55,55,55,54,51,56,58,56,59,60,60,58,57,60,60,61,59,60,61,60,60,58,60,59,58,57,58,60,59,60,62,62,62,65,65,65,68,66,68,65,65,64,63,63,64,63,63,64,65,63,65,64,63,63,63,62,63,64,65,68,66,67,70,66,64,68,66,68,68,67,68,68,69,68,67,68,67,64,66,69,69,78,70,71,73,75,76,76,77,75,74,72,71,71,70,69,70,70,69,71,71,70,71,68,69,71,69,70,71,69,73,75,75,76,75,75,74,74,74,76,76,75,76,74,73,73,73,75,73,73,74,74,74,75,77,79,76,81,81,82,84,83,81,81,80,76,78,78,79,81,78,78,78,75,79,77,79,79,78,77,79,76,82,84,84,85,83,83,81,86,83,81,75,65,66,75,82,87,90,94,94,95,96,96,94,97,97,99,100,98,100,98,97,97,96,95,93,92,91,90,87",
mal,"86.0,84.0,86.0,85.0,88.0,88.0,89.0,89.0,90.0,91.0,91.0,88.0,88.0,87.0,86.0,85.0,83.0,85.0,88.0,93.0,91.0,88.0,88.0,90.0,89.0,89.0,91.0,91.0,86.0,87.0,85.0,86.0,92.0,91.0,90.0,89.0,90.0,85.0,85.0,87.0,88.0,90.0,99.0,100.0,100.0,94.0,88.0,90.0,85.0,87.0,84.0,78.0,79.0,85.0,87.0,88.0,88.0,85.0,86.0,85.0,88.0,90.0,89.0,87.0,89.0,86.0,85.0,81.0,80.0,79.0,80.0,82.0,82.0,82.0,82.0,81.0,84.0,82.0,83.0,86.0,85.0,84.0,84.0,85.0,82.0,83.0,81.0,80.0,82.0,81.0,81.0,81.0,80.0,83.0,80.0,81.0,84.0,82.0,80.0,80.0,85.0,86.0,84.0,86.0,84.0,88.0,87.0,84.0,85.0,86.0,87.0,88.0,86.0,89.0,92.0,87.0,86.0,86.0,87.0,83.0,81.0,83.0,81.0,85.0,83.0,85.0,83.0,85.0,84.0,82.0,84.0,86.0,86.0,86.0,88.0,90.0,86.0,89.0,86.0,87.0,83.0,82.0,84.0,81.0,83.0,85.0,84.0,84.0,81.0,80.0,80.0,83.0,82.0,84.0,83.0,81.0,81.0,85.0,85.0,84.0,85.0,85.0,85.0,85.0,80.0,85.0,86.0,84.0,84.0,81.0,82.0,81.0,78.0,79.0,79.0,80.0,85.0,85.0,83.0,84.0,86.0,85.0,85.0,85.0,81.0,82.0,83.0,85.0,86.0,83.0,80.0,83.0,86.0,86.0,83.0,83.0,86.0,85.0,82.0,82.0,80.0,84.0,80.0,83.0,81.0,86.0,84.0,84.0,84.0,85.0,86.0,83.0,81.0,85.0,84.0,87.0,88.0,88.0,88.0,87.0,87.0,87.0,86.0,82.0,80.0,81.0,85.0,85.0,88.0,89.0,92.0,89.0,88.0,87.0,86.0,92.0,91.0,89.0,86.0,90.0,94.0,93.0,91.0,94.0,94.0,96.0,96.0,92.0,94.0,91.0,91.0,91.0,88.0,89.0,86.0,87.0,86.0,85.0,86.0,86.0",
